Entry	AlphaFoldDB	PDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblProtists
C9JLH5	C9JLH5;		ENST00000414236.5;			
C9JLI1	C9JLI1;		ENST00000449120.1;			
C9JLI4	C9JLI4;		ENST00000434213.1;			
C9JLI7	C9JLI7;		ENST00000420297.5;			
C9JLJ1	C9JLJ1;		ENST00000431421.6;			
C9JLJ5	C9JLJ5;		ENST00000428959.5;			
C9JLK2	C9JLK2;		ENST00000449966.5;			
C9JLK6	C9JLK6;		ENST00000419845.5;ENST00000707852.1;			
C9JLK8	C9JLK8;		ENST00000422249.5;			
C9JLM4	C9JLM4;		ENST00000416136.1;			
C9JLM5	C9JLM5;		ENST00000424602.1;			
C9JLM6	C9JLM6;		ENST00000428943.1;			
C9JLN0			ENST00000439280.6;ENST00000632806.1;ENST00000638215.1;			
C9JLN6	C9JLN6;		ENST00000453600.5;			
C9JLP0	C9JLP0;		ENST00000434671;			
C9JLP2	C9JLP2;		ENST00000428074.5;			
C9JLP9	C9JLP9;		ENST00000458526.1;			
C9JLQ8	C9JLQ8;		ENST00000449162.1;			
C9JLR4	C9JLR4;		ENST00000415164.5;			
C9JLR5	C9JLR5;		ENST00000423590.6;			
C9JLS0	C9JLS0;		ENST00000454563.5;			
C9JLS3			ENST00000436397.5;			
C9JLS9	C9JLS9;		ENST00000457587.5;			
C9JLT2	C9JLT2;		ENST00000423252.5;			
C9JLT3			ENST00000411443.1;ENST00000629892.1;			
C9JLT6	C9JLT6;		ENST00000424693.1;			
C9JLT8	C9JLT8;		ENST00000436143.6;			
C9JLU1	C9JLU1;		ENST00000455712.5;			
C9JLU3	C9JLU3;		ENST00000445401.5;			
C9JLU5	C9JLU5;		ENST00000425937.1;ENST00000708004.1;			
C9JLU8	C9JLU8;		ENST00000456590.5;			
C9JLV2			ENST00000414320.1;ENST00000637545.1;			
C9JLV3	C9JLV3;		ENST00000442773.1;			
C9JLV4	C9JLV4;		ENST00000549007.1;			
C9JLV5	C9JLV5;		ENST00000417352.5;			
C9JLW9	C9JLW9;		ENST00000411612.5;			
C9JLX1	C9JLX1;		ENST00000433709.6;			
C9JLX5		8J8N;	ENST00000444991.6;ENST00000706165.1;			
C9JLY3	C9JLY3;		ENST00000439506.1;			
C9JLY8	C9JLY8;		ENST00000440893.1;			
C9JLZ2	C9JLZ2;		ENST00000450792.5;			
C9JLZ4			ENST00000424117.5;ENST00000635981.1;			
C9JLZ7	C9JLZ7;		ENST00000454603.5;			
C9JLZ9	C9JLZ9;		ENST00000422579.1;			
C9JM00	C9JM00;		ENST00000447428.5;			
C9JM09	C9JM09;		ENST00000448127.1;			
C9JM11	C9JM11;		ENST00000432798.2;			
C9JM20	C9JM20;		ENST00000445512.5;			
C9JM25	C9JM25;		ENST00000428330.5;			
C9JM33	C9JM33;		ENST00000447980.1;			
C9JM35			ENST00000432422.7;ENST00000550888.1;			
C9JM38	C9JM38;		ENST00000413184.6;			
C9JM43	C9JM43;		ENST00000453351.1;			
C9JM51	C9JM51;		ENST00000429246.6;			
C9JM54	C9JM54;		ENST00000427800.2;			
C9JM56	C9JM56;		ENST00000425402.5;			
C9JM59	C9JM59;		ENST00000451616.6;			
C9JM62	C9JM62;		ENST00000413976.1;			
C9JM63	C9JM63;		ENST00000426145.1;			
C9JM64	C9JM64;		ENST00000456154.1;			
C9JM66	C9JM66;		ENST00000422375.1;			
C9JM75	C9JM75;		ENST00000424438.5;			
C9JM82	C9JM82;		ENST00000412544.5;			
C9JM94	C9JM94;		ENST00000440320.5;			
C9JM95	C9JM95;		ENST00000445472.1;			
C9JM97	C9JM97;		ENST00000453571.5;			
C9JMA2	C9JMA2;		ENST00000392475.2;ENST00000708001.1;			
C9JMA6	C9JMA6;		ENST00000441030.5;			
C9JMA7	C9JMA7;		ENST00000442091.5;			
C9JMB4	C9JMB4;		ENST00000412254.1;			
C9JMB5	C9JMB5;		ENST00000455508;			
C9JMC7	C9JMC7;		ENST00000414619.1;			
C9JMC8	C9JMC8;		ENST00000433811.1;			
C9JME4	C9JME4;		ENST00000425822.5;			
C9JME6	C9JME6;		ENST00000442951.5;			
C9JME7	C9JME7;		ENST00000423582.5;			
C9JME8	C9JME8;		ENST00000446428.5;			
C9JMF0	C9JMF0;		ENST00000440773.5;			
C9JMG3	C9JMG3;		ENST00000439416.5;			
C9JMG5	C9JMG5;		ENST00000420909.1;			
C9JMG7	C9JMG7;		ENST00000452425.2;			
C9JMH0	C9JMH0;		ENST00000416248.5;			
C9JMI3	C9JMI3;		ENST00000429242.7;			
C9JMI6	C9JMI6;		ENST00000413118.5;			
C9JMI8	C9JMI8;		ENST00000418627.1;			
C9JMJ2	C9JMJ2;		ENST00000447200.2;			
C9JMJ4	C9JMJ4;		ENST00000419074.5;			
C9JMK5	C9JMK5;		ENST00000443175.1;			
C9JMM0	C9JMM0;		ENST00000456948.5;			
C9JMM3	C9JMM3;		ENST00000457633.2;			
C9JMM4	C9JMM4;		ENST00000417376.5;			
C9JMM8	C9JMM8;		ENST00000426346.1;			
C9JMM9	C9JMM9;		ENST00000452111.5;			
C9JMN2	C9JMN2;		ENST00000427239.5;			
C9JMN3	C9JMN3;		ENST00000450656.5;			
C9JMN4	C9JMN4;		ENST00000412653.5;			
C9JMP0	C9JMP0;		ENST00000420203.1;			
C9JMP1	C9JMP1;		ENST00000449584.5;			
C9JMP6	C9JMP6;		ENST00000447177.5;			
C9JMP7	C9JMP7;		ENST00000433533.5;			
C9JMQ2	C9JMQ2;		ENST00000422330.5;			
C9JMQ4	C9JMQ4;		ENST00000453349.5;			
C9JMQ6	C9JMQ6;		ENST00000458564.5;			
C9JMQ9	C9JMQ9;		ENST00000427201.2;			
C9JMR2			ENST00000454278.5;ENST00000455226.5;			
C9JMR7	C9JMR7;		ENST00000455197.5;			
C9JMS1	C9JMS1;		ENST00000416492.5;			
C9JMT3	C9JMT3;		ENST00000445087.1;			
C9JMT4	C9JMT4;		ENST00000438314.1;			
C9JMT8	C9JMT8;		ENST00000431668.1;			
C9JMU2	C9JMU2;		ENST00000448193.5;			
C9JMU6			ENST00000381625.9;ENST00000626780.1;ENST00000627126.1;ENST00000711123.1;			
C9JMV0	C9JMV0;		ENST00000472660.1;			
C9JMV8	C9JMV8;		ENST00000480663.1;			
C9JMW0	C9JMW0;		ENST00000489689.5;			
C9JMW2	C9JMW2;		ENST00000465200.5;			
C9JMW3	C9JMW3;		ENST00000481766.1;			
C9JMW6	C9JMW6;		ENST00000494478.5;			
C9JMW7	C9JMW7;		ENST00000468553.5;			
C9JMX4	C9JMX4;		ENST00000448817.1;			
C9JMY0	C9JMY0;		ENST00000376514.6;			
C9JMY2	C9JMY2;		ENST00000416711.5;			
C9JMZ9	C9JMZ9;		ENST00000394035.6;			
C9JN01	C9JN01;		ENST00000439402.1;			
C9JN04	C9JN04;		ENST00000411762.5;			
C9JN29	C9JN29;		ENST00000447539.5;			
C9JN33	C9JN33;		ENST00000426500.5;			
C9JN36	C9JN36;		ENST00000435943.1;			
C9JN42	C9JN42;		ENST00000454952.1;			
C9JN43	C9JN43;		ENST00000416053.5;			
C9JN45	C9JN45;		ENST00000445006.5;			
C9JN47	C9JN47;		ENST00000451181.5;			
C9JN48	C9JN48;		ENST00000425160.1;			
C9JN51	C9JN51;		ENST00000440286;			
C9JN55	C9JN55;		ENST00000411821.5;			
C9JN61	C9JN61;		ENST00000419553.6;			
C9JN72	C9JN72;		ENST00000437402.5;			
C9JN77	C9JN77;		ENST00000419063.5;			
C9JN86	C9JN86;		ENST00000335651.6;			
C9JN91	C9JN91;		ENST00000454491.5;			
C9JN98	C9JN98;		ENST00000432738.5;			
C9JNA4	C9JNA4;		ENST00000438231.2;			
C9JNB0	C9JNB0;		ENST00000487642.5;			
C9JNB6	C9JNB6;		ENST00000488107.6;			
C9JNB9	C9JNB9;		ENST00000468542.1;			
C9JNC3	C9JNC3;		ENST00000493173.1;ENST00000709936.1;			
C9JND2	C9JND2;		ENST00000484019.1;			
C9JND4	C9JND4;		ENST00000491839.1;			
C9JND6	C9JND6;		ENST00000462725.6;			
C9JND7			ENST00000474605.1;			
C9JNE0			ENST00000472147.1;			
C9JNE1	C9JNE1;		ENST00000495267.5;			
C9JNE2	C9JNE2;		ENST00000488238.5;			
C9JNE5			ENST00000491767.6;			
C9JNF2	C9JNF2;		ENST00000473779.5;			
C9JNG5			ENST00000458536.1;			
C9JNG9	C9JNG9;		ENST00000433762.1;			
C9JNH7	C9JNH7;		ENST00000457748.1;			
C9JNH8	C9JNH8;		ENST00000416135.5;			
C9JNI1	C9JNI1;		ENST00000450619.5;			
C9JNI2			ENST00000393963.7;			
C9JNJ7	C9JNJ7;		ENST00000439144.5;			
C9JNK1	C9JNK1;		ENST00000449244.5;			
C9JNK2	C9JNK2;		ENST00000438596.5;			
C9JNK4	C9JNK4;		ENST00000440085.5;			
C9JNK7	C9JNK7;		ENST00000430718.5;			
C9JNL1	C9JNL1;		ENST00000416256.5;			
C9JNL6	C9JNL6;		ENST00000432728.1;			
C9JNL8	C9JNL8;		ENST00000421319.5;			
C9JNM0	C9JNM0;		ENST00000434420.1;			
C9JNM6	C9JNM6;		ENST00000440625.5;			
C9JNM7	C9JNM7;		ENST00000417665.5;			
C9JNN8	C9JNN8;		ENST00000435117.1;			
C9JNP9	C9JNP9;		ENST00000447868.5;			
C9JNQ0	C9JNQ0;		ENST00000424369.5;			
C9JNQ1	C9JNQ1;		ENST00000451814.5;ENST00000671740.1;			
C9JNQ3	C9JNQ3;		ENST00000442767.1;			
C9JNQ4	C9JNQ4;		ENST00000413780.5;			
C9JNR0	C9JNR0;		ENST00000457817.5;			
C9JNR4	C9JNR4;		ENST00000445425;			
C9JNR7	C9JNR7;		ENST00000442746.1;			
C9JNR9	C9JNR9;		ENST00000438788.1;			
C9JNS3	C9JNS3;		ENST00000427038.5;			
C9JNS4	C9JNS4;		ENST00000453765.5;			
C9JNS8	C9JNS8;		ENST00000435185.5;			
C9JNT2	C9JNT2;		ENST00000439176.6;			
C9JNT3	C9JNT3;		ENST00000436038.5;			
C9JNT4	C9JNT4;		ENST00000420176.5;			
C9JNU2	C9JNU2;		ENST00000419112.5;			
C9JNU3	C9JNU3;		ENST00000449335.5;			
C9JNV9	C9JNV9;		ENST00000448614.1;			
C9JNW1	C9JNW1;		ENST00000420163.1;			
C9JNW2	C9JNW2;		ENST00000460885.5;			
C9JNW7	C9JNW7;		ENST00000483014.1;			
C9JNX3	C9JNX3;		ENST00000473203.1;ENST00000707940.1;			
C9JNX5	C9JNX5;		ENST00000459955.5;			
C9JNY5	C9JNY5;		ENST00000484460.5;			
C9JNZ3	C9JNZ3;		ENST00000487627.5;			
C9JNZ5	C9JNZ5;		ENST00000480951.1;			
C9JNZ9	C9JNZ9;		ENST00000461958.2;			
C9JP03	C9JP03;		ENST00000462234.5;			
C9JP05	C9JP05;		ENST00000488576.5;			
C9JP07	C9JP07;		ENST00000460743.5;			
C9JP13	C9JP13;		ENST00000480036.5;			
C9JP14	C9JP14;		ENST00000474027.1;			
C9JP16	C9JP16;		ENST00000449224.1;			
C9JP19	C9JP19;		ENST00000416786.5;			
C9JP23	C9JP23;		ENST00000433848.1;			
C9JP26	C9JP26;		ENST00000444368.1;			
C9JP31	C9JP31;		ENST00000417036.1;			
C9JP32	C9JP32;		ENST00000434435.1;			
C9JP35	C9JP35;		ENST00000426156.1;			
C9JP37	C9JP37;		ENST00000448788.1;			
C9JP39	C9JP39;		ENST00000420747.1;			
C9JP49	C9JP49;		ENST00000421334.1;			
C9JP51	C9JP51;		ENST00000418768.5;			
C9JP59	C9JP59;		ENST00000428663.1;			
C9JP65	C9JP65;		ENST00000447637.1;			
C9JP71	C9JP71;		ENST00000424463.4;			
C9JP72	C9JP72;		ENST00000438220.5;			
C9JP75			ENST00000422276.3;ENST00000423395.5;			
C9JP76	C9JP76;		ENST00000449975.1;			
C9JP82	C9JP82;		ENST00000454911.6;ENST00000710644.1;			
C9JP83	C9JP83;		ENST00000436927.5;			
C9JP85	C9JP85;		ENST00000454688.5;			
C9JP86	C9JP86;		ENST00000454476.2;			
C9JP90	C9JP90;		ENST00000440997.1;			
C9JP92			ENST00000430923.7;ENST00000447472.6;ENST00000711175.1;ENST00000711182.1;			
C9JPA1	C9JPA1;		ENST00000442559.5;			
C9JPA5	C9JPA5;		ENST00000414078.5;			
C9JPA8	C9JPA8;		ENST00000412734.6;			
C9JPB1	C9JPB1;		ENST00000422637.5;			
C9JPC0	C9JPC0;		ENST00000417952.5;			
C9JPC9	C9JPC9;		ENST00000426246.2;			
C9JPD5	C9JPD5;		ENST00000420501.5;			
C9JPE3	C9JPE3;		ENST00000442813.1;ENST00000709856.1;			
C9JPE5	C9JPE5;		ENST00000451689.1;			
C9JPE8	C9JPE8;		ENST00000436179.1;			
C9JPG6	C9JPG6;		ENST00000440338.5;			
C9JPG9	C9JPG9;		ENST00000446993.6;			
C9JPH0	C9JPH0;		ENST00000458726.5;			
C9JPH4	C9JPH4;		ENST00000451732.6;			
C9JPH9	C9JPH9;		ENST00000447103.5;			
C9JPI1	C9JPI1;		ENST00000441141.5;			
C9JPI2	C9JPI2;		ENST00000437369.5;			
C9JPI6	C9JPI6;		ENST00000418289.1;			
C9JPJ0	C9JPJ0;		ENST00000452835.1;			
C9JPJ6	C9JPJ6;		ENST00000471433.5;			
C9JPJ8	C9JPJ8;		ENST00000491556.1;			
C9JPK3	C9JPK3;		ENST00000497029.5;			
C9JPK4	C9JPK4;		ENST00000497436.5;			
C9JPK6	C9JPK6;		ENST00000468401.1;ENST00000638758.1;			
C9JPK7	C9JPK7;		ENST00000326413.7;			
C9JPK8	C9JPK8;		ENST00000472182.1;			
C9JPM3	C9JPM3;		ENST00000466936.5;			
C9JPM4	C9JPM4;		ENST00000463880.1;			
C9JPM5	C9JPM5;		ENST00000453745.5;			
C9JPM9	C9JPM9;		ENST00000452811.1;			
C9JPP3	C9JPP3;		ENST00000445722.2;			
C9JPP7	C9JPP7;		ENST00000450089.6;			
C9JPQ6	C9JPQ6;		ENST00000453108.1;			
C9JPQ9	C9JPQ9;		ENST00000393846.6;			
C9JPR8	C9JPR8;		ENST00000446096.5;			
C9JPR9	C9JPR9;		ENST00000421985;			
C9JPS2	C9JPS2;		ENST00000450415.1;			
C9JPS5	C9JPS5;		ENST00000419753.5;			
C9JPS6	C9JPS6;		ENST00000417965.5;			
C9JPT9	C9JPT9;		ENST00000418281.5;			
C9JPU0	C9JPU0;		ENST00000455145.5;			
C9JPU8	C9JPU8;		ENST00000441376.6;			
C9JPV4	C9JPV4;		ENST00000453723.5;			
C9JPV7	C9JPV7;		ENST00000421433.5;			
C9JPW3	C9JPW3;		ENST00000457064.1;			
C9JPX5	C9JPX5;		ENST00000429075.1;			
C9JPY2	C9JPY2;		ENST00000444344.5;			
C9JPY5	C9JPY5;		ENST00000455306.5;			
C9JPZ8	C9JPZ8;		ENST00000438370.1;			
C9JPZ9	C9JPZ9;		ENST00000439193.5;			
C9JQ03	C9JQ03;		ENST00000430764.2;			
C9JQ07	C9JQ07;		ENST00000427444.1;			
C9JQ12	C9JQ12;		ENST00000423998.1;			
C9JQ14			ENST00000421427.5;ENST00000437725.5;			
C9JQ17	C9JQ17;		ENST00000432747.1;			
C9JQ18	C9JQ18;		ENST00000452832.5;			
C9JQ22	C9JQ22;		ENST00000450427.1;			
C9JQ25	C9JQ25;		ENST00000419478.1;			
C9JQ27	C9JQ27;		ENST00000457265.1;			
C9JQ30	C9JQ30;		ENST00000417065.5;			
C9JQ36	C9JQ36;		ENST00000430171.1;			
C9JQ40	C9JQ40;		ENST00000489100.5;			
C9JQ41	C9JQ41;		ENST00000479899.5;			
C9JQ48	C9JQ48;		ENST00000474522.5;			
C9JQ56	C9JQ56;		ENST00000494948.1;			
C9JQ60	C9JQ60;		ENST00000475456.5;			
C9JQ63	C9JQ63;		ENST00000481342.5;			
C9JQ67	C9JQ67;		ENST00000468101.5;			
C9JQ68	C9JQ68;		ENST00000474203.5;			
C9JQ78	C9JQ78;		ENST00000421059.1;			
C9JQ82	C9JQ82;		ENST00000422080.5;			
C9JQ86	C9JQ86;		ENST00000434257.1;			
C9JQA4	C9JQA4;		ENST00000447014.5;			
C9JQA6			ENST00000455504.7;ENST00000478765.6;			
C9JQB3	C9JQB3;		ENST00000447591.5;			
C9JQC4	C9JQC4;		ENST00000431493.1;			
C9JQC9	C9JQC9;		ENST00000456438.5;			
C9JQD0	C9JQD0;		ENST00000417979.5;			
C9JQE9	C9JQE9;		ENST00000449394.5;			
C9JQF1	C9JQF1;		ENST00000420148.5;			
C9JQG1	C9JQG1;		ENST00000440056.1;			
C9JQG7	C9JQG7;		ENST00000440139.5;			
C9JQG9	C9JQG9;		ENST00000453161.5;			
C9JQH3	C9JQH3;		ENST00000450434.5;			
C9JQH5			ENST00000412641.1;ENST00000627004.1;			
C9JQH6	C9JQH6;		ENST00000443608.6;			
C9JQI3	C9JQI3;		ENST00000448863.1;			
C9JQJ4	C9JQJ4;		ENST00000411484.5;			
C9JQK2	C9JQK2;		ENST00000441349.5;			
C9JQK5	C9JQK5;		ENST00000419210.1;			
C9JQK8	C9JQK8;		ENST00000448992.5;			
C9JQM0	C9JQM0;		ENST00000430985.1;			
C9JQM1	C9JQM1;		ENST00000443793.1;			
C9JQM7	C9JQM7;		ENST00000424374.5;			
C9JQN1	C9JQN1;		ENST00000456677.1;			
C9JQN2	C9JQN2;		ENST00000393100.3;			
C9JQN5	C9JQN5;		ENST00000415834.5;			
C9JQN7	C9JQN7;		ENST00000431643.5;			
C9JQN9	C9JQN9;		ENST00000430029.1;			
C9JQP3	C9JQP3;		ENST00000435550.5;			
C9JQP7	C9JQP7;		ENST00000455133.1;			
C9JQP8	C9JQP8;		ENST00000452963.6;			
C9JQQ1	C9JQQ1;		ENST00000420065.5;			
C9JQQ2	C9JQQ2;		ENST00000428266.1;			
C9JQQ5	C9JQQ5;		ENST00000449130.5;			
C9JQQ6	C9JQQ6;		ENST00000449196.5;			
C9JQR6	C9JQR6;		ENST00000473339.1;			
C9JQR7	C9JQR7;		ENST00000495936;			
C9JQS0	C9JQS0;		ENST00000481240.5;			
C9JQS2	C9JQS2;		ENST00000497318.1;			
C9JQS6	C9JQS6;		ENST00000465610.1;			
C9JQS8	C9JQS8;		ENST00000475579.1;			
C9JQT2	C9JQT2;		ENST00000490364.1;			
C9JQT4	C9JQT4;		ENST00000461605.1;			
C9JQT6	C9JQT6;		ENST00000463157.6;			
C9JQT7	C9JQT7;		ENST00000489329.5;			
C9JQT8	C9JQT8;		ENST00000496719.1;			
C9JQU1	C9JQU1;		ENST00000460283.1;			
C9JQU8	C9JQU8;		ENST00000472941.5;			
C9JQV0	C9JQV0;		ENST00000491163.1;			
C9JQV2	C9JQV2;		ENST00000485919.5;			
C9JQV5	C9JQV5;		ENST00000445790.1;			
C9JQW5	C9JQW5;		ENST00000456014.6;			
C9JQW8	C9JQW8;		ENST00000445774.2;			
C9JQX2	C9JQX2;		ENST00000443835.1;			
C9JQX7	C9JQX7;		ENST00000429909.5;			
C9JQX8	C9JQX8;		ENST00000448287.5;			
C9JQY5	C9JQY5;		ENST00000393713.7;			
C9JQZ0	C9JQZ0;		ENST00000430901.1;			
C9JQZ3	C9JQZ3;		ENST00000436226.1;			
C9JQZ4	C9JQZ4;		ENST00000430407.1;			
C9JQZ6	C9JQZ6;		ENST00000420324.5;			
C9JQZ7	C9JQZ7;		ENST00000381283.7;			
C9JQZ8	C9JQZ8;		ENST00000431481.1;			
C9JR00	C9JR00;		ENST00000414568.5;			
C9JR02	C9JR02;		ENST00000437500.5;			
C9JR15			ENST00000424128.5;ENST00000440380.5;			
C9JR22	C9JR22;		ENST00000421201.1;			
C9JR27	C9JR27;		ENST00000440552.5;			
C9JR47	C9JR47;		ENST00000446170.1;			
C9JR48	C9JR48;		ENST00000445911.5;			
C9JR58	C9JR58;		ENST00000439995.5;			
C9JR61	C9JR61;		ENST00000431250.1;			
C9JR62	C9JR62;		ENST00000446116.5;			
C9JR66	C9JR66;		ENST00000422039.1;			
C9JR71	C9JR71;		ENST00000419173.5;			
C9JR73	C9JR73;		ENST00000433553.5;			
C9JR77	C9JR77;		ENST00000481965.6;			
C9JR83	C9JR83;		ENST00000489573.5;			
C9JR84	C9JR84;		ENST00000485352.1;			
C9JR91	C9JR91;		ENST00000480322.1;			
C9JR98	C9JR98;		ENST00000443238.6;			
C9JRA9	C9JRA9;		ENST00000433159.5;			
C9JRB6	C9JRB6;		ENST00000411681.5;			
C9JRC4	C9JRC4;		ENST00000439916.5;			
C9JRC7	C9JRC7;		ENST00000420328.5;			
C9JRD2	C9JRD2;		ENST00000425450.5;			
C9JRD7	C9JRD7;		ENST00000426783.5;			
C9JRD8	C9JRD8;		ENST00000417400.1;			
C9JRD9	C9JRD9;		ENST00000432569.2;			
C9JRE2	C9JRE2;		ENST00000439909.2;			
C9JRE9	C9JRE9;		ENST00000437342.1;			
C9JRF8	C9JRF8;		ENST00000439355.5;			
C9JRG0	C9JRG0;		ENST00000417377.1;			
C9JRG1	C9JRG1;		ENST00000454947.1;			
C9JRG9	C9JRG9;		ENST00000423364.1;			
C9JRH1			ENST00000444280.6;ENST00000711201.1;			
C9JRH2	C9JRH2;		ENST00000427469.5;			
C9JRJ8	C9JRJ8;		ENST00000422245.5;			
C9JRK5	C9JRK5;		ENST00000423446.1;			
C9JRL6	C9JRL6;		ENST00000399594.7;			
C9JRM1	C9JRM1;		ENST00000454011.7;			
C9JRM2	C9JRM2;		ENST00000439814.5;			
C9JRM9	C9JRM9;		ENST00000432317.1;			
C9JRN3			ENST00000441460.5;ENST00000449415.5;			
C9JRQ0	C9JRQ0;		ENST00000420755.5;			
C9JRQ8	C9JRQ8;		ENST00000452276.6;			
C9JRR0	C9JRR0;		ENST00000437659.1;			
C9JRR4	C9JRR4;		ENST00000415750.5;			
C9JRR6	C9JRR6;		ENST00000428622.1;			
C9JRR9	C9JRR9;		ENST00000392925.6;			
C9JRS3	C9JRS3;		ENST00000412390.6;			
C9JRS7	C9JRS7;		ENST00000413000.1;			
C9JRT0	C9JRT0;		ENST00000487753.5;			
C9JRT7	C9JRT7;		ENST00000463413.1;			
C9JRU3	C9JRU3;		ENST00000469440.5;			
C9JRU6	C9JRU6;		ENST00000466812.1;			
C9JRV4	C9JRV4;		ENST00000461457.1;			
C9JRV5	C9JRV5;		ENST00000463587.5;			
C9JRV6	C9JRV6;		ENST00000484127.5;			
C9JRV9	C9JRV9;		ENST00000464068.5;			
C9JRW1	C9JRW1;		ENST00000465133.5;			
C9JRW2	C9JRW2;		ENST00000492010.1;			
C9JRX0	C9JRX0;		ENST00000471196.1;			
C9JRX2	C9JRX2;		ENST00000468226.1;			
C9JRX4	C9JRX4;		ENST00000486815.5;			
C9JRX8	C9JRX8;		ENST00000464010.5;			
C9JRY4	C9JRY4;		ENST00000487572.5;			
C9JRZ2	C9JRZ2;		ENST00000428883.5;			
C9JRZ6	C9JRZ6;		ENST00000448878.6;			
C9JS02	C9JS02;		ENST00000412833.1;			
C9JS03	C9JS03;		ENST00000422164.5;			
C9JS04	C9JS04;		ENST00000435611;			
C9JS07	C9JS07;		ENST00000458606.6;			
C9JS11	C9JS11;		ENST00000451769.5;			
C9JS30	C9JS30;		ENST00000454988.1;			
C9JS37	C9JS37;		ENST00000425815.5;			
C9JS43	C9JS43;		ENST00000428010.5;			
C9JS50	C9JS50;		ENST00000414498.1;			
C9JS54	C9JS54;		ENST00000421580.5;			
C9JS55	C9JS55;		ENST00000452226.5;			
C9JS57	C9JS57;		ENST00000450357.5;			
C9JS60	C9JS60;		ENST00000444510.6;			
C9JS61	C9JS61;		ENST00000453432.5;			
C9JS68	C9JS68;		ENST00000438104.6;			
C9JS80	C9JS80;		ENST00000421558.1;			
C9JS84	C9JS84;		ENST00000424224.5;			
C9JSA3	C9JSA3;		ENST00000492139.5;			
C9JSA6	C9JSA6;		ENST00000489595.6;			
C9JSB1	C9JSB1;		ENST00000498409.5;			
C9JSB2	C9JSB2;		ENST00000480398.2;			
C9JSB7	C9JSB7;		ENST00000445053.1;			
C9JSC2	C9JSC2;		ENST00000432018.5;			
C9JSC3	C9JSC3;		ENST00000439518.5;			
C9JSC4	C9JSC4;		ENST00000435566.5;			
C9JSD0	C9JSD0;		ENST00000454122.1;			
C9JSD3	C9JSD3;		ENST00000455274.5;			
C9JSD7	C9JSD7;		ENST00000437854.1;			
C9JSE7	C9JSE7;		ENST00000420786.5;			
C9JSE8	C9JSE8;		ENST00000433584.1;			
C9JSF2	C9JSF2;		ENST00000443485.1;			
C9JSF9	C9JSF9;		ENST00000360117.8;			
C9JSH4	C9JSH4;		ENST00000429270.1;			
C9JSI2	C9JSI2;		ENST00000451363.5;			
C9JSI8	C9JSI8;		ENST00000426152.5;			
C9JSK5	C9JSK5;		ENST00000430040.5;			
C9JSL1	C9JSL1;		ENST00000446471.1;			
C9JSM2	C9JSM2;		ENST00000418920.5;			
C9JSN4	C9JSN4;		ENST00000430899.5;			
C9JSN8	C9JSN8;		ENST00000444948.5;			
C9JSP0	C9JSP0;		ENST00000453626.5;			
C9JSP2	C9JSP2;		ENST00000418860.1;			
C9JSP6	C9JSP6;		ENST00000455467.6;			
C9JSR1	C9JSR1;		ENST00000420925.5;			
C9JSR2	C9JSR2;		ENST00000456545.5;			
C9JSR4	C9JSR4;		ENST00000414428.2;			
C9JSS1	C9JSS1;		ENST00000417633.1;			
C9JSS2	C9JSS2;		ENST00000425210.5;			
C9JSU3	C9JSU3;		ENST00000425030.1;			
C9JSU8	C9JSU8;		ENST00000427607.5;			
C9JSW5	C9JSW5;		ENST00000428691.5;			
C9JSW8	C9JSW8;		ENST00000446140.1;			
C9JSX1	C9JSX1;		ENST00000448823.2;			
C9JSX3	C9JSX3;		ENST00000421938.2;			
C9JSX4			ENST00000415974.1;ENST00000625330.1;			
C9JSX6	C9JSX6;		ENST00000412565.2;			
C9JSX9	C9JSX9;		ENST00000435716.5;			
C9JSY6	C9JSY6;		ENST00000447231.5;			
C9JT10	C9JT10;		ENST00000441995.2;			
C9JT15	C9JT15;		ENST00000428524.5;			
C9JT21	C9JT21;		ENST00000457189.1;			
C9JT28	C9JT28;		ENST00000422625.5;			
C9JT42	C9JT42;		ENST00000454789.5;			
C9JT43	C9JT43;		ENST00000456864.5;			
C9JT44	C9JT44;		ENST00000431510.1;			
C9JT45	C9JT45;		ENST00000437657.5;			
C9JT52	C9JT52;		ENST00000436006.1;			
C9JT60	C9JT60;		ENST00000454754.5;			
C9JT62	C9JT62;		ENST00000426343.5;			
C9JT67			ENST00000399273.5;ENST00000448331.7;			
C9JT74	C9JT74;		ENST00000455453.1;			
C9JT76	C9JT76;		ENST00000453013.5;			
C9JT99	C9JT99;		ENST00000441569.5;			
C9JTA1	C9JTA1;		ENST00000452799.5;			
C9JTA7	C9JTA7;		ENST00000413569.5;			
C9JTA8	C9JTA8;		ENST00000414534.1;			
C9JTB0	C9JTB0;		ENST00000413698.5;			
C9JTB1	C9JTB1;		ENST00000443822.5;			
C9JTB2	C9JTB2;		ENST00000440350.5;			
C9JTB9	C9JTB9;		ENST00000436221.1;			
C9JTC5	C9JTC5;		ENST00000438144.6;			
C9JTC6	C9JTC6;		ENST00000420665.5;			
C9JTD0	C9JTD0;		ENST00000415929.5;			
C9JTD2	C9JTD2;		ENST00000438028.5;			
C9JTD3	C9JTD3;		ENST00000443962.1;			
C9JTE5	C9JTE5;		ENST00000421392.1;			
C9JTF2	C9JTF2;		ENST00000438577.5;			
C9JTF6	C9JTF6;		ENST00000453443.5;			
C9JTF7	C9JTF7;		ENST00000420500.5;			
