Entry	AlphaFoldDB	PDB	Ensembl
Q8BG05	Q8BG05;		ENSMUST00000090792.11 [Q8BG05-1];ENSMUST00000111962.8 [Q8BG05-2];ENSMUST00000111964.8 [Q8BG05-1];ENSMUST00000164947.9 [Q8BG05-2];
Q8BG18	Q8BG18;		ENSMUST00000041606.14;ENSMUST00000108273.2;
Q8BG29			ENSMUST00000103209.10;
Q8BG31	Q8BG31;		ENSMUST00000088666.4;
Q8BG34	Q8BG34;		ENSMUST00000105809.2;ENSMUST00000105810.8;ENSMUST00000105811.9;ENSMUST00000146415.2;
Q8BG71	Q8BG71;		ENSMUST00000036937.9;
Q8BG81	Q8BG81;		ENSMUST00000058793.14;
Q8BG92	Q8BG92;		ENSMUST00000019920.13 [Q8BG92-1];ENSMUST00000160299.2 [Q8BG92-2];
Q8BGA2	Q8BGA2;		ENSMUST00000054274.8;ENSMUST00000118195.2;ENSMUST00000121618.2;
Q8BGA8	Q8BGA8;		ENSMUST00000066465.3 [Q8BGA8-1];ENSMUST00000207387.2 [Q8BGA8-2];ENSMUST00000207440.2 [Q8BGA8-1];
Q8BGB2	Q8BGB2;		ENSMUST00000041110.12;
Q8BGB8	Q8BGB8;		ENSMUST00000028137.10;
Q8BGD8	Q8BGD8;		ENSMUST00000059093.7;ENSMUST00000211868.2;
Q8BGD9	Q8BGD9;		ENSMUST00000169681.3;
Q8BGE4	Q8BGE4;		ENSMUST00000068519.7;
Q8BGE9	Q8BGE9;		ENSMUST00000058007.7;
Q8BGG6	Q8BGG6;		ENSMUST00000037620.14;ENSMUST00000111007.8;
Q8BGG9	Q8BGG9;		ENSMUST00000081541.9 [Q8BGG9-1];ENSMUST00000107698.8 [Q8BGG9-2];
Q8BGH2	Q8BGH2;		ENSMUST00000023071.8;
Q8BGH7	Q8BGH7;		ENSMUST00000064104.13;
Q8BGI5	Q8BGI5;		ENSMUST00000088561.10 [Q8BGI5-1];ENSMUST00000120066.8 [Q8BGI5-2];ENSMUST00000125633.2 [Q8BGI5-1];
Q8BGK2	Q8BGK2;		ENSMUST00000033825.11;
Q8BGL1	Q8BGL1;		ENSMUST00000032560.6;
Q8BGN8	Q8BGN8;		ENSMUST00000070323.12 [Q8BGN8-2];ENSMUST00000112656.4 [Q8BGN8-1];
Q8BGP5	Q8BGP5;		ENSMUST00000035871.15;
Q8BGR5	Q8BGR5;		ENSMUST00000065371.14 [Q8BGR5-1];ENSMUST00000097999.9 [Q8BGR5-1];ENSMUST00000106168.2 [Q8BGR5-2];ENSMUST00000106169.8 [Q8BGR5-1];
Q8BGS0	Q8BGS0;		ENSMUST00000033983.6 [Q8BGS0-1];
Q8BGS2	Q8BGS2;	1V9J;	ENSMUST00000106369.2 [Q8BGS2-2];ENSMUST00000130498.2 [Q8BGS2-1];
Q8BGS3	Q8BGS3;		ENSMUST00000019660.11 [Q8BGS3-1];ENSMUST00000066617.12 [Q8BGS3-2];ENSMUST00000110962.2 [Q8BGS3-2];ENSMUST00000110963.8 [Q8BGS3-2];
Q8BGT7	Q8BGT7;		ENSMUST00000025997.7;ENSMUST00000237529.2;
Q8BGV0	Q8BGV0;		ENSMUST00000044466.12;
Q8BGX3	Q8BGX3;		ENSMUST00000068351.14;ENSMUST00000112756.8;ENSMUST00000168793.8;
Q8BGY2	Q8BGY2;		ENSMUST00000060500.9;
Q8BGY4	Q8BGY4;		ENSMUST00000066597.13 [Q8BGY4-1];ENSMUST00000209567.2 [Q8BGY4-3];ENSMUST00000210250.2 [Q8BGY4-2];
Q8BGZ1	Q8BGZ1;		ENSMUST00000059667.9;ENSMUST00000106246.8;
Q8BGZ6			ENSMUST00000239113.2;
Q8BGZ8	Q8BGZ8;		ENSMUST00000036412.4;ENSMUST00000143914.8;
Q8BH01	Q8BH01;		ENSMUST00000045229.7 [Q8BH01-1];
Q8BH02	Q8BH02;		ENSMUST00000081869.7;
Q8BH10	Q8BH10;		ENSMUST00000041048.6;
Q8BH18	Q8BH18;		ENSMUST00000080141.6;
Q8BH24	Q8BH24;		ENSMUST00000089027.3;
Q8BH26	Q8BH26;		ENSMUST00000057416.8;
Q8BH27	Q8BH27;		ENSMUST00000107359.9;
Q8BH34	Q8BH34;		ENSMUST00000030868.11;
Q8BH47	Q8BH47;		ENSMUST00000043521.5;
Q8BH58	Q8BH58;	5W0W;5W0X;	ENSMUST00000043235.8;
Q8BH65	Q8BH65;		ENSMUST00000037585.9 [Q8BH65-1];ENSMUST00000203874.3 [Q8BH65-2];ENSMUST00000224111.2 [Q8BH65-3];ENSMUST00000224248.2 [Q8BH65-3];
Q8BH70	Q8BH70;		ENSMUST00000039234.10;
Q8BH80			ENSMUST00000067530.6;
Q8BH83	Q8BH83;		ENSMUST00000043459.13;ENSMUST00000128353.8;ENSMUST00000135131.2;ENSMUST00000140788.8;ENSMUST00000148765.2;
Q8BHA1	Q8BHA1;		ENSMUST00000049956.5;
Q8BHA9	Q8BHA9;		ENSMUST00000078478.8;ENSMUST00000112951.9;ENSMUST00000119141.8;ENSMUST00000120101.8;
Q8BHB4	Q8BHB4;		ENSMUST00000052120.14;
Q8BHC9	Q8BHC9;		ENSMUST00000048016.3;
Q8BHD7	Q8BHD7;		ENSMUST00000030076.12 [Q8BHD7-1];ENSMUST00000148331.9 [Q8BHD7-2];ENSMUST00000172768.8 [Q8BHD7-2];
Q8BHD8	Q8BHD8;		ENSMUST00000029116.14;
Q8BHE1	Q8BHE1;		ENSMUST00000056410.11;ENSMUST00000087169.11;ENSMUST00000130880.9;
Q8BHE8	Q8BHE8;		ENSMUST00000027114.6;
Q8BHG3	Q8BHG3;		ENSMUST00000042975.7;
Q8BHG9	Q8BHG9;		ENSMUST00000067744.8;
Q8BHH2	Q8BHH2;		ENSMUST00000058814.7;
Q8BHL3	Q8BHL3;		ENSMUST00000120705.3;
Q8BHL7	Q8BHL7;		ENSMUST00000053872.12;ENSMUST00000107201.9;
Q8BHL8	Q8BHL8;		ENSMUST00000042452.11;ENSMUST00000109869.2;
Q8BHM9	Q8BHM9;		ENSMUST00000116553.9;
Q8BHN5	Q8BHN5;		ENSMUST00000046389.5;
Q8BHN7	Q8BHN7;		ENSMUST00000054471.10 [Q8BHN7-1];
Q8BHP2	Q8BHP2;		ENSMUST00000043970.2;
Q8BHR2	Q8BHR2;		ENSMUST00000022589.9 [Q8BHR2-1];ENSMUST00000227662.2 [Q8BHR2-2];
Q8BHR8	Q8BHR8;		ENSMUST00000064652.14 [Q8BHR8-2];ENSMUST00000102594.11 [Q8BHR8-1];
Q8BHT7	Q8BHT7;		ENSMUST00000030190.9;ENSMUST00000107886.9;
Q8BHX1	Q8BHX1;		ENSMUST00000048192.9;
Q8BI08	Q8BI08;		ENSMUST00000025356.4;
Q8BI21	Q8BI21;		ENSMUST00000098098.9;
Q8BI66	Q8BI66;		ENSMUST00000055604.6 [Q8BI66-1];
Q8BI67	Q8BI67;		ENSMUST00000060270.13;ENSMUST00000120074.8;
Q8BI69	Q8BI69;		ENSMUST00000062428.5;
Q8BI99	Q8BI99;		ENSMUST00000049625.2;ENSMUST00000109134.8;
Q8BIB9			ENSMUST00000161075.8;
Q8BIF9	Q8BIF9;		ENSMUST00000094870.3;
Q8BIG4	Q8BIG4;		ENSMUST00000051431.10;
Q8BIG7	Q8BIG7;		ENSMUST00000124549.9;
Q8BIJ6	Q8BIJ6;		ENSMUST00000027921.11;
Q8BIQ3	Q8BIQ3;		ENSMUST00000077422.12;ENSMUST00000110366.8;ENSMUST00000110368.9;ENSMUST00000164551.2;
Q8BIQ8	Q8BIQ8;		ENSMUST00000050668.4;
Q8BIT2	Q8BIT2;		
Q8BIV3	Q8BIV3;		ENSMUST00000099525.5;
Q8BIV7	Q8BIV7;		ENSMUST00000037827.10;
Q8BIX3	Q8BIX3;		ENSMUST00000028536.13 [Q8BIX3-1];ENSMUST00000093883.4 [Q8BIX3-1];
Q8BIY1	Q8BIY1;		ENSMUST00000030662.3;
Q8BIZ0	Q8BIZ0;		ENSMUST00000061628.7;ENSMUST00000192557.2;
Q8BIZ8			ENSMUST00000216595.2;
Q8BJ40	Q8BJ40;		
Q8BJ51	Q8BJ51;		ENSMUST00000021173.14 [Q8BJ51-1];ENSMUST00000153084.3 [Q8BJ51-2];
Q8BJ83	Q8BJ83;		ENSMUST00000032726.14 [Q8BJ83-2];ENSMUST00000065574.9 [Q8BJ83-1];ENSMUST00000107495.5 [Q8BJ83-1];
Q8BJ90	Q8BJ90;		ENSMUST00000052509.6;
Q8BJ93	Q8BJ93;		
Q8BJD1	Q8BJD1;		ENSMUST00000026886.8;
Q8BJE2	Q8BJE2;		ENSMUST00000046522.13 [Q8BJE2-1];ENSMUST00000066531.13 [Q8BJE2-2];
Q8BJH1	Q8BJH1;		ENSMUST00000051064.9 [Q8BJH1-1];ENSMUST00000193010.2 [Q8BJH1-2];
Q8BJI4	Q8BJI4;		
Q8BJR6	Q8BJR6;		ENSMUST00000059482.6;
Q8BJS7	Q8BJS7;		ENSMUST00000053078.5;
Q8BJU9	Q8BJU9;		ENSMUST00000019908.9;
Q8BJX5	Q8BJX5;		
Q8BJY1	Q8BJY1;		ENSMUST00000028225.12;
Q8BJZ4	Q8BJZ4;	7PNT;7PNU;7PNV;7PNW;	
Q8BK00	Q8BK00;		
Q8BK20	Q8BK20;		
Q8BK26	Q8BK26;		
Q8BKC4	Q8BKC4;		
Q8BKK4	Q8BKK4;		ENSMUST00000040863.11 [Q8BKK4-2];ENSMUST00000090760.9 [Q8BKK4-1];ENSMUST00000111780.3 [Q8BKK4-3];
Q8BKK5	Q8BKK5;		ENSMUST00000053392.11;
Q8BKN5	Q8BKN5;		ENSMUST00000032627.5 [Q8BKN5-1];ENSMUST00000205796.2 [Q8BKN5-2];
Q8BKQ1	Q8BKQ1;		
Q8BKS9	Q8BKS9;		ENSMUST00000076219.7;ENSMUST00000236702.3;
Q8BKU8	Q8BKU8;		ENSMUST00000110325.8 [Q8BKU8-1];
Q8BKV0	Q8BKV0;		ENSMUST00000093480.6 [Q8BKV0-1];ENSMUST00000117377.8 [Q8BKV0-2];ENSMUST00000118003.8 [Q8BKV0-1];ENSMUST00000119068.8 [Q8BKV0-1];
Q8BKY0	Q8BKY0;		
Q8BKY8	Q8BKY8;		ENSMUST00000050813.4;
Q8BL00	Q8BL00;		ENSMUST00000095774.3;
Q8BL07	Q8BL07;		ENSMUST00000056130.8;
Q8BL63			ENSMUST00000045029.15;
Q8BL74	Q8BL74;		ENSMUST00000088010.12;
Q8BL99	Q8BL99;		
Q8BLA1	Q8BLA1;		
Q8BLB0	Q8BLB0;		ENSMUST00000060444.6;
Q8BLF7	Q8BLF7;		
Q8BLI0	Q8BLI0;		ENSMUST00000141889.8 [Q8BLI0-1];
Q8BLK3	Q8BLK3;		ENSMUST00000078873.11;
Q8BLM0	Q8BLM0;		ENSMUST00000039545.5;ENSMUST00000112574.9;
Q8BLN7	Q8BLN7;		
Q8BLR2	Q8BLR2;		ENSMUST00000057742.15;
Q8BLR5	Q8BLR5;		ENSMUST00000056641.15;ENSMUST00000102942.8;ENSMUST00000166388.2;
Q8BLS4	Q8BLS4;		
Q8BLT0	Q8BLT0;		
Q8BLT8	Q8BLT8;		
Q8BLU9	Q8BLU9;		
Q8BM14	Q8BM14;		ENSMUST00000054260.8 [Q8BM14-2];ENSMUST00000225505.2 [Q8BM14-1];
Q8BM39	Q8BM39;		ENSMUST00000035721.14 [Q8BM39-1];ENSMUST00000152362.7 [Q8BM39-1];
Q8BM48	Q8BM48;		
Q8BM55	Q8BM55;		ENSMUST00000201203.4 [Q8BM55-1];
Q8BM72	Q8BM72;		ENSMUST00000046283.16 [Q8BM72-1];
Q8BM81	Q8BM81;		ENSMUST00000030328.3;
Q8BM83	Q8BM83;		
Q8BM85	Q8BM85;		ENSMUST00000169172.5 [Q8BM85-1];
Q8BM88	Q8BM88;		ENSMUST00000029649.3;
Q8BM89	Q8BM89;		ENSMUST00000093976.4;
Q8BM92	Q8BM92;	6CGS;	ENSMUST00000027542.13;ENSMUST00000112701.8;ENSMUST00000172005.8;
Q8BMC0	Q8BMC0;		ENSMUST00000044405.8;
Q8BMC5	Q8BMC5;		
Q8BMD7	Q8BMD7;		ENSMUST00000033811.14 [Q8BMD7-2];ENSMUST00000087401.12 [Q8BMD7-1];
Q8BME1	Q8BME1;		
Q8BMJ3	Q8BMJ3;		ENSMUST00000087143.7;
Q8BMJ8	Q8BMJ8;		ENSMUST00000063918.4;
Q8BMN4	Q8BMN4;		ENSMUST00000023497.3;
Q8BMP0			ENSMUST00000177338.2;
Q8BMQ8	Q8BMQ8;		ENSMUST00000035777.10;ENSMUST00000179926.9;
Q8BMS7			ENSMUST00000163879.9;
Q8BMU0	Q8BMU0;		ENSMUST00000002318.8 [Q8BMU0-1];ENSMUST00000073534.10 [Q8BMU0-1];ENSMUST00000233613.2 [Q8BMU0-1];
Q8BMX5	Q8BMX5;		
Q8BMZ3	Q8BMZ3;		
Q8BN07	Q8BN07;		
Q8BN58	Q8BN58;		ENSMUST00000024840.12 [Q8BN58-1];ENSMUST00000163865.8 [Q8BN58-2];
Q8BN80	Q8BN80;		
Q8BN81	Q8BN81;		
Q8BNB2	Q8BNB2;		
Q8BND1	Q8BND1;		
Q8BNE1	Q8BNE1;		ENSMUST00000045054.11 [Q8BNE1-2];ENSMUST00000045140.5 [Q8BNE1-2];ENSMUST00000121083.8 [Q8BNE1-2];
Q8BNF7	Q8BNF7;		
Q8BNK4	Q8BNK4;		
Q8BNL5	Q8BNL5;		ENSMUST00000022272.14;ENSMUST00000170111.3;
Q8BNM0	Q8BNM0;		
Q8BNM6			
Q8BNP8	Q8BNP8;		
Q8BNP9	Q8BNP9;		
Q8BNS6	Q8BNS6;		
Q8BNS7	Q8BNS7;		
Q8BNU9	Q8BNU9;		
Q8BP31	Q8BP31;		ENSMUST00000217278.2;
Q8BP56	Q8BP56;		ENSMUST00000079403.11 [Q8BP56-1];ENSMUST00000164580.3 [Q8BP56-3];
Q8BP86	Q8BP86;		ENSMUST00000035427.11 [Q8BP86-2];
Q8BP92	Q8BP92;		ENSMUST00000114276.3;
Q8BPB0	Q8BPB0;	5B5V;5B5W;5B6B;	ENSMUST00000006424.8;
Q8BPC6	Q8BPC6;		ENSMUST00000119710.3;
Q8BPC7	Q8BPC7;		
Q8BPF1	Q8BPF1;		
Q8BPJ7	Q8BPJ7;		
Q8BPS3	Q8BPS3;		
Q8BPS5	Q8BPS5;		
Q8BQ02			
Q8BQ10			ENSMUST00000105510.2;
Q8BQ30	Q8BQ30;		ENSMUST00000113814.11 [Q8BQ30-1];ENSMUST00000122899.8 [Q8BQ30-1];ENSMUST00000127442.8 [Q8BQ30-2];ENSMUST00000144382.8 [Q8BQ30-1];ENSMUST00000187690.7 [Q8BQ30-1];
Q8BQ33	Q8BQ33;		ENSMUST00000035977.9;
Q8BQ46			ENSMUST00000021018.11;
Q8BQ67	Q8BQ67;		
Q8BQC3	Q8BQC3;		ENSMUST00000034961.6 [Q8BQC3-2];ENSMUST00000217371.2 [Q8BQC3-1];
Q8BQC8	Q8BQC8;		ENSMUST00000049861.11;ENSMUST00000165318.4;
Q8BQH6	Q8BQH6;		ENSMUST00000062495.3 [Q8BQH6-1];ENSMUST00000221740.2 [Q8BQH6-2];
Q8BQL3	Q8BQL3;		
Q8BQM4	Q8BQM4;		ENSMUST00000034079.14;
Q8BQM9	Q8BQM9;		ENSMUST00000029393.15 [Q8BQM9-3];ENSMUST00000040325.14 [Q8BQM9-1];ENSMUST00000040846.15 [Q8BQM9-3];ENSMUST00000164225.6 [Q8BQM9-2];
Q8BQN6	Q8BQN6;		ENSMUST00000062181.9;
Q8BQR7	Q8BQR7;		ENSMUST00000088137.3;ENSMUST00000113955.2;
Q8BQT1			ENSMUST00000105144.2;
Q8BQT2	Q8BQT2;		ENSMUST00000052501.8 [Q8BQT2-2];ENSMUST00000161429.3 [Q8BQT2-1];ENSMUST00000235504.2 [Q8BQT2-2];
Q8BQU7	Q8BQU7;		ENSMUST00000067469.6;
Q8BQZ8	Q8BQZ8;		ENSMUST00000055673.2;ENSMUST00000164495.9;ENSMUST00000217974.2;
Q8BR26	Q8BR26;		ENSMUST00000059223.15 [Q8BR26-3];ENSMUST00000084412.6 [Q8BR26-2];ENSMUST00000105988.2 [Q8BR26-1];
Q8BR27	Q8BR27;		ENSMUST00000036462.12;ENSMUST00000107956.8;ENSMUST00000107957.8;ENSMUST00000107958.8;ENSMUST00000107959.8;
Q8BR49	Q8BR49;		
Q8BR90	Q8BR90;		ENSMUST00000046633.10 [Q8BR90-1];
Q8BR93	Q8BR93;		ENSMUST00000090608.6 [Q8BR93-1];ENSMUST00000111322.2 [Q8BR93-2];ENSMUST00000142692.2 [Q8BR93-3];
Q8BRD3	Q8BRD3;		
Q8BRG8	Q8BRG8;		ENSMUST00000064330.13 [Q8BRG8-3];ENSMUST00000115157.8 [Q8BRG8-2];ENSMUST00000115160.10 [Q8BRG8-1];ENSMUST00000138823.8 [Q8BRG8-1];
Q8BRH3	Q8BRH3;		ENSMUST00000026150.15 [Q8BRH3-1];ENSMUST00000177495.2 [Q8BRH3-2];
Q8BRJ3	Q8BRJ3;		ENSMUST00000070709.9;ENSMUST00000176104.8;ENSMUST00000177058.8;
Q8BRV4	Q8BRV4;		
Q8BRX2	Q8BRX2;		
Q8BS03	Q8BS03;		ENSMUST00000088476.5;
Q8BS39	Q8BS39;		ENSMUST00000110833.2 [Q8BS39-2];ENSMUST00000110834.8 [Q8BS39-2];
Q8BS72			ENSMUST00000162273.2;
Q8BS90	Q8BS90;		ENSMUST00000022656.8 [Q8BS90-1];ENSMUST00000227744.2 [Q8BS90-2];
Q8BSA9	Q8BSA9;		ENSMUST00000052774.8;
Q8BSD4	Q8BSD4;		ENSMUST00000041007.4;
Q8BSE9	Q8BSE9;		
Q8BSF9	Q8BSF9;		
Q8BSH0	Q8BSH0;		
Q8BSI9	Q8BSI9;		
Q8BSJ2	Q8BSJ2;		
Q8BSJ3	Q8BSJ3;		
Q8BSL4	Q8BSL4;		ENSMUST00000058738.11;ENSMUST00000167191.8;ENSMUST00000168572.8;
Q8BSL7	Q8BSL7;	1J2J;	ENSMUST00000057921.10;ENSMUST00000063347.12;
Q8BSM5	Q8BSM5;		ENSMUST00000037374.11;
Q8BSN9	Q8BSN9;		ENSMUST00000051784.10 [Q8BSN9-1];ENSMUST00000223319.2 [Q8BSN9-2];
Q8BSP6	Q8BSP6;		
Q8BSR7	Q8BSR7;		
Q8BSX3	Q8BSX3;		
Q8BT06	Q8BT06;		
Q8BT20	Q8BT20;		ENSMUST00000068473.4;
Q8BT51	Q8BT51;		ENSMUST00000054310.4;ENSMUST00000120454.3;
Q8BTD1	Q8BTD1;		
Q8BTG6	Q8BTG6;		ENSMUST00000049138.8;
Q8BTH6	Q8BTH6;		ENSMUST00000064061.4;
Q8BTP3	Q8BTP3;		
Q8BTS3			ENSMUST00000031238.13;ENSMUST00000100961.5;
Q8BTU7	Q8BTU7;		ENSMUST00000047362.11 [Q8BTU7-1];ENSMUST00000121882.8 [Q8BTU7-1];
Q8BTW2	Q8BTW2;		
Q8BTW7	Q8BTW7;		
Q8BTX5	Q8BTX5;		
Q8BTY8	Q8BTY8;		ENSMUST00000072857.13 [Q8BTY8-1];ENSMUST00000075848.13 [Q8BTY8-3];ENSMUST00000113542.9 [Q8BTY8-2];ENSMUST00000151474.3 [Q8BTY8-3];
Q8BU04	Q8BU04;		ENSMUST00000046404.8;
Q8BU14	Q8BU14;		ENSMUST00000029256.9;
Q8BU22	Q8BU22;		
Q8BU25	Q8BU25;		ENSMUST00000028612.8;
Q8BU29	Q8BU29;		
Q8BU41	Q8BU41;		
Q8BUA2	Q8BUA2;		
Q8BUB6	Q8BUB6;		ENSMUST00000061601.9;
Q8BUL5	Q8BUL5;		ENSMUST00000030841.10;
Q8BUM9	Q8BUM9;		ENSMUST00000021288.10 [Q8BUM9-1];
Q8BUR9	Q8BUR9;		ENSMUST00000042662.10;
Q8BUY5	Q8BUY5;		ENSMUST00000002925.6;
Q8BUY8	Q8BUY8;		ENSMUST00000113136.8;ENSMUST00000173804.8;
Q8BUY9	Q8BUY9;		ENSMUST00000236216.2;
Q8BV30	Q8BV30;		
Q8BV42	Q8BV42;		ENSMUST00000058844.6;
Q8BV49	Q8BV49;		ENSMUST00000056071.13;
Q8BV64	Q8BV64;		
Q8BVB5	Q8BVB5;		ENSMUST00000067990.8;ENSMUST00000111203.2;
Q8BVC1	Q8BVC1;		ENSMUST00000028966.3;
Q8BVC4	Q8BVC4;		ENSMUST00000043929.11 [Q8BVC4-1];ENSMUST00000080050.6 [Q8BVC4-2];
Q8BVE3	Q8BVE3;	9BRA;9BRQ;9BRR;9BRS;9BRT;9BRU;	ENSMUST00000044369.13;
Q8BVF5	Q8BVF5;		
Q8BVF6	Q8BVF6;		
Q8BVF9	Q8BVF9;		ENSMUST00000060918.11;ENSMUST00000120630.3;
Q8BVG8	Q8BVG8;		ENSMUST00000047309.6;ENSMUST00000207687.2;
Q8BVI4	Q8BVI4;		ENSMUST00000015950.12;
Q8BVI9	Q8BVI9;		
Q8BVM1	Q8BVM1;		
Q8BVM2	Q8BVM2;		ENSMUST00000058725.5;
Q8BVQ9			ENSMUST00000030769;ENSMUST00000239497.2;
Q8BVR6	Q8BVR6;		ENSMUST00000060389.10 [Q8BVR6-1];ENSMUST00000121101.2 [Q8BVR6-2];ENSMUST00000211983.2 [Q8BVR6-1];ENSMUST00000212729.2 [Q8BVR6-3];
Q8BVU0	Q8BVU0;		ENSMUST00000023491.13;
Q8BVW0	Q8BVW0;		
Q8BVY0	Q8BVY0;		ENSMUST00000119953.2;
Q8BW00	Q8BW00;		ENSMUST00000066352.6;
Q8BW11	Q8BW11;		ENSMUST00000063523.5;
Q8BW12	Q8BW12;		
Q8BW56	Q8BW56;		ENSMUST00000100127.9 [Q8BW56-3];ENSMUST00000112810.8 [Q8BW56-1];
Q8BW74	Q8BW74;		ENSMUST00000004051.8;
Q8BW84			ENSMUST00000107674.2;
Q8BWA8	Q8BWA8;		ENSMUST00000006618.9;
Q8BWJ3	Q8BWJ3;		ENSMUST00000033652.9;ENSMUST00000112377.8;
Q8BWL5	Q8BWL5;		ENSMUST00000044901.14 [Q8BWL5-4];ENSMUST00000068962.14 [Q8BWL5-3];ENSMUST00000111772.10 [Q8BWL5-2];ENSMUST00000111773.10 [Q8BWL5-1];ENSMUST00000164018.9 [Q8BWL5-5];ENSMUST00000174868.8 [Q8BWL5-6];
Q8BWQ1	Q8BWQ1;		ENSMUST00000031195.3;
Q8BWQ4	Q8BWQ4;		ENSMUST00000056972.6;
Q8BWQ6	Q8BWQ6;		ENSMUST00000033280.14 [Q8BWQ6-3];ENSMUST00000059390.13 [Q8BWQ6-1];
Q8BWR4	Q8BWR4;		ENSMUST00000040783.11 [Q8BWR4-2];ENSMUST00000187758.7 [Q8BWR4-1];
Q8BWR8	Q8BWR8;	1VAE;	ENSMUST00000032705.13;
Q8BWS6	Q8BWS6;		
Q8BWW3			ENSMUST00000072585.8;
Q8BWW4	Q8BWW4;		
Q8BWY4	Q8BWY4;		ENSMUST00000057773.5;
Q8BWZ3	Q8BWZ3;		ENSMUST00000042163.15 [Q8BWZ3-1];
Q8BX08	Q8BX08;		
Q8BX16	Q8BX16;		
Q8BX35	Q8BX35;		ENSMUST00000037353.10;ENSMUST00000113832.2;
Q8BX37	Q8BX37;		ENSMUST00000159560.3;ENSMUST00000239470.2;
Q8BX80	Q8BX80;		ENSMUST00000043447.10 [Q8BX80-2];ENSMUST00000135383.9 [Q8BX80-1];ENSMUST00000172279.8 [Q8BX80-2];
Q8BXA5	Q8BXA5;		ENSMUST00000022102.9;
Q8BXF8	Q8BXF8;		ENSMUST00000047630.7;
Q8BXJ8	Q8BXJ8;		ENSMUST00000090766.12 [Q8BXJ8-1];ENSMUST00000111830.9 [Q8BXJ8-2];ENSMUST00000111831.8 [Q8BXJ8-1];
Q8BXK4	Q8BXK4;		ENSMUST00000045235.8;
Q8BXQ3	Q8BXQ3;		ENSMUST00000055662.4;
Q8BXS7	Q8BXS7;		ENSMUST00000096338.5;
Q8BXT1	Q8BXT1;		ENSMUST00000041776.12;ENSMUST00000111810.2;ENSMUST00000111812.8;
Q8BXT7	Q8BXT7;		
Q8BXT9	Q8BXT9;		ENSMUST00000078547.12;ENSMUST00000111560.10;
Q8BXX3			ENSMUST00000162642.8;
Q8BXX7	Q8BXX7;		
Q8BY02	Q8BY02;		ENSMUST00000057093.8;
Q8BY05			ENSMUST00000102863.3;
Q8BY46	Q8BY46;		ENSMUST00000053410.11;ENSMUST00000179556.2;
Q8BY70	Q8BY70;		
Q8BY78			ENSMUST00000092665.12;
Q8BY79	Q8BY79;		ENSMUST00000054098.4;
Q8BYC8	Q8BYC8;		
Q8BYH3	Q8BYH3;		ENSMUST00000041524.11;
Q8BYH7	Q8BYH7;		ENSMUST00000047085.16;
Q8BYI8	Q8BYI8;		ENSMUST00000111915.8 [Q8BYI8-1];ENSMUST00000111916.2 [Q8BYI8-2];
Q8BYK5	Q8BYK5;		ENSMUST00000103065.2 [Q8BYK5-4];ENSMUST00000103066.10 [Q8BYK5-1];ENSMUST00000108915.8 [Q8BYK5-2];ENSMUST00000108916.8 [Q8BYK5-3];
Q8BYK8	Q8BYK8;		ENSMUST00000110319.3 [Q8BYK8-2];
Q8BYL4	Q8BYL4;		ENSMUST00000059955.15;
Q8BYN5	Q8BYN5;		ENSMUST00000132151.8 [Q8BYN5-2];
Q8BYP3	Q8BYP3;		ENSMUST00000031401.6;ENSMUST00000160479.8;ENSMUST00000186469.7;
Q8BYW1	Q8BYW1;		ENSMUST00000071024.7 [Q8BYW1-2];ENSMUST00000101197.9 [Q8BYW1-3];ENSMUST00000113637.9 [Q8BYW1-1];
Q8BYZ2	Q8BYZ2;		
Q8BYZ7	Q8BYZ7;		ENSMUST00000109375.4 [Q8BYZ7-1];
Q8BZ05	Q8BZ05;		
Q8BZ09	Q8BZ09;		ENSMUST00000044634.12;
Q8BZ10	Q8BZ10;		ENSMUST00000134179.8;
Q8BZ33	Q8BZ33;		ENSMUST00000017751.3;
Q8BZ34	Q8BZ34;		ENSMUST00000023722.12 [Q8BZ34-2];ENSMUST00000169721.3 [Q8BZ34-1];
Q8BZ52	Q8BZ52;		ENSMUST00000042318.6;
Q8BZ65	Q8BZ65;		
Q8BZA7	Q8BZA7;		ENSMUST00000045840.5;
Q8BZB2	Q8BZB2;		ENSMUST00000085709.6;
Q8BZD0	Q8BZD0;		
Q8BZE0	Q8BZE0;		
Q8BZI0	Q8BZI0;		ENSMUST00000120472.2 [Q8BZI0-1];
Q8BZK4	Q8BZK4;		ENSMUST00000074368.11 [Q8BZK4-1];ENSMUST00000123534.2 [Q8BZK4-3];ENSMUST00000138884.8 [Q8BZK4-2];
Q8BZL4	Q8BZL4;		ENSMUST00000057783.6;ENSMUST00000176710.2;
Q8BZN2	Q8BZN2;		ENSMUST00000022967.7;
Q8BZR0	Q8BZR0;		ENSMUST00000053659.2;
Q8BZW4	Q8BZW4;		ENSMUST00000089207.13 [Q8BZW4-1];
Q8BZW8	Q8BZW8;		ENSMUST00000071423.7;
Q8BZX4	Q8BZX4;		ENSMUST00000074616.7 [Q8BZX4-2];ENSMUST00000210489.2 [Q8BZX4-1];
Q8C008	Q8C008;		ENSMUST00000081982.12;
Q8C009	Q8C009;		
Q8C027	Q8C027;		
Q8C048			ENSMUST00000033744.12;
Q8C0B6	Q8C0B6;		
Q8C0C4	Q8C0C4;		ENSMUST00000045522.13 [Q8C0C4-1];ENSMUST00000126214.8 [Q8C0C4-1];
Q8C0C7	Q8C0C7;		ENSMUST00000003906.13;
